id,family,status,reason
webgl_materials_physical_transmission_alpha,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_materials_subsurface_scattering,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_materials_texture_anisotropy,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_materials_texture_canvas,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_materials_texture_filters,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_materials_texture_html,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_materials_texture_manualmipmap,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_materials_texture_partialupdate,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_materials_texture_rotation,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_materials_toon,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_materials_video,webgl,external,Requires browser media/device integration; a CPU/Canvas2D video path is permitted.
webgl_materials_video_webcam,webgl,external,Requires browser media/device/worker integration.
webgl_materials_wireframe,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_math_obb,webgl,adapt,OBB is a three addon utility absent from EASEL; port the intersection math or replace the helper.
webgl_math_orientation_transform,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_mesh_batch,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_mirror,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_modifier_curve,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_modifier_curve_instanced,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_modifier_edgesplit,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_modifier_simplifier,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_modifier_subdivision,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_modifier_tessellation,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_morphtargets,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_morphtargets_face,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_morphtargets_horse,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_morphtargets_sphere,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_morphtargets_webcam,webgl,external,Requires browser media/device/worker integration.
webgl_multiple_elements,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_multiple_elements_text,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_multiple_rendertargets,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_multiple_scenes_comparison,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_multiple_views,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_multisampled_renderbuffers,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_panorama_cube,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_panorama_equirectangular,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_performance,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_pmrem_cubemap,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_pmrem_equirectangular,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_pmrem_test,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_points_billboards,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_points_dynamic,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_points_sprites,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_points_waves,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_portal,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_3dlut,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_advanced,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_afterimage,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_backgrounds,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_dof,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_dof2,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_fxaa,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_glitch,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_godrays,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_gtao,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_masking,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_outline,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_pixel,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_procedural,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_rgb_halftone,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_sao,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_smaa,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_sobel,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_ssaa,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_ssao,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_ssr,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_taa,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_transition,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_unreal_bloom,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_postprocessing_unreal_bloom_selective,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_random_uv,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_raycaster_bvh,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_raycaster_sprite,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_raycaster_texture,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_read_float_buffer,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_refraction,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_renderer_pathtracer,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_rendertarget_texture2darray,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_reversed_depth_buffer,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_rtt,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_shader,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_shader_lava,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_shaders_ocean,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_shaders_sky,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_shadow_contact,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_shadowmap,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_shadowmap_csm,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_shadowmap_pcss,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_shadowmap_performance,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_shadowmap_pointlight,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_shadowmap_progressive,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_shadowmap_viewer,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_shadowmap_vsm,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_shadowmesh,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_simple_gi,webgl,adapt,"CPU scene is feasible, but EASEL needs an API/data/control/asset adaptation; no GPU pipeline is required."
webgl_sprites,webgl,adapt,EASEL exports Sprite but SceneTraversal does not admit it; replace with a mesh billboard or add a separately approved CPU path.
webgl_test_memory,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_test_memory2,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_test_wide_gamut,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_texture2darray,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_texture2darray_compressed,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_texture2darray_layerupdate,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_texture3d,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_texture3d_partialupdate,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_tonemapping,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_tsl_clearcoat,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_tsl_instancing,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_tsl_shadowmap,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_tsl_skinning,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_ubo,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_ubo_arrays,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_video_kinect,webgl,external,Requires browser media/device/worker integration.
webgl_video_panorama_equirectangular,webgl,external,Requires browser media/device/worker integration.
webgl_volume_cloud,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_volume_instancing,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_volume_perlin,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_watch,webgl,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgl_worker_offscreencanvas,webgl,external,Requires browser media/device/worker integration.
webgpu_animation_retargeting,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_animation_retargeting_readyplayer,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_backdrop,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_backdrop_area,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_backdrop_water,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_camera,webgpu,adapt,"Uses a CPU-portable camera, helpers, basic wireframe, and points scene; renderer-specific setup can be replaced with EASEL Canvas2D."
webgpu_camera_array,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_camera_logarithmicdepthbuffer,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_caustics,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_centroid_sampling,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_clearcoat,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_clipping,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compile_async,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_audio,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_birds,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_cloth,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_geometry,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_particles,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_particles_fluid,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_particles_rain,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_particles_snow,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_points,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_rasterizer,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_rasterizer_ibl,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_reduce,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_sort_bitonic,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_texture,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_texture_3d,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_texture_pingpong,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_compute_water,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_cubemap_adjustments,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_cubemap_dynamic,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_cubemap_mix,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_custom_fog,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_custom_fog_background,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_custom_fog_scattering,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_deferred,webgpu,unsupported_gpu,Requires WebGPU deferred rendering and GPU render targets.
webgpu_depth_texture,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_display_stereo,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_equirectangular,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_fog_height,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_furnace_test,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_generator_building,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_generator_city,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_geometry_loft,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_hdr,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_instance_mesh,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_instance_path,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_instance_points,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_instance_sprites,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_instance_uniform,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_instancing_morph,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_layers,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lensflares,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
webgpu_lightprobe,webgpu,unsupported_gpu,"Uses WebGL/WebGPU-only shaders, compute, render targets, postprocessing, shadow/PBR/environment pipeline, or GPU-specific capability."
